Tipo;Tiempo_CR;Tiempo_UTC;Lat;Lon;Profundidad_km;Magnitud_Mw;Acelaracion_cms2;Lugar_mayor_aceleracion
M;24/6/2018 02:47;24/6/2018 08:47;9,661;-84,886;21,9;3,8;5,98;Paquera
A;15/6/2018 00:45;15/6/2018 06:45;9,869;-83,431;17,7;4,1;5,37;Hosp. S Isidro
M;2/6/2018 04:17;2/6/2018 10:17;9,414;-84,232;45,7;3,6;0,69;Paseo Colon
A;24/5/2018 17:50;24/5/2018 23:50;9,624;-84,796;14,3;4,1;8,2;Cruz Roja Paquera
M;24/5/2018 08:59;24/5/2018 14:59;10,177;-84,852;56,5;4,2;4,12;Paquera
M;23/5/2018 06:42;23/5/2018 12:42;7,241;-82,774;22,8;5;2,6;Talamanca
M;21/5/2018 18:30;22/5/2018 00:30;9,806;-83,954;0,1;2,9;7,72;Agua Caliente
M;21/5/2018 04:44;21/5/2018 10:44;9,998;-84,065;66,5;4,2;2,31;Clinica Turrubares
M;19/5/2018 14:28;19/5/2018 20:28;9,6;-84,287;26,8;3,3;0,55;Hatillo
M;18/5/2018 21:31;19/5/2018 03:31;9,477;-83,799;29,3;3,6;0,65;Teatro Nacional
M;12/5/2018 03:10;12/5/2018 09:10;9,43;-84,627;19,3;4;4,94;CTP Jaco
M;5/5/2018 06:05;5/5/2018 12:05;10,371;-86,348;25,2;5,3;5,19;Santa Cruz UCR
M;5/5/2018 04:42;5/5/2018 10:42;9,55;-84,773;22,6;3,9;6,1;Jaco
A;27/4/2018 09:33;27/4/2018 15:33;9,472;-83,807;29,2;4,4;11,19;II-IV Hosp. B. Aires
M;26/4/2018 10:39;26/4/2018 16:39;9,539;-84,312;36,1;3,7;2,1;Fraijanes
M;26/4/2018 04:19;26/4/2018 10:19;9,497;-84,191;22,9;3,9;3,97;S. Interuniv Alajuela
M;24/4/2018 12:54;24/4/2018 18:54;8,507;-83,282;12,6;4,5;46,98;Puerto Jimenez
M;24/4/2018 01:47;24/4/2018 07:47;10,153;-84,187;0,8;3,4;9,29;Fraijanes
M;23/4/2018 12:44;23/4/2018 18:44;8,545;-83,279;6;4,3;60,38;Puerto Jimenez
M;23/4/2018 04:20;23/4/2018 10:20;9,894;-83,924;2,4;3;3,84;Cartago
M;21/4/2018 01:49;21/4/2018 07:49;10,329;-84,153;10,4;3,7;13,08;Rio Cuarto
M;16/4/2018 01:47;16/4/2018 07:47;9,679;-84,172;18,3;3,4;8,72;Frailes
M;14/4/2018 17:18;14/4/2018 23:18;9,822;-83,904;3,4;2,9;3,4;Agua Caliente
M;10/4/2018 12:48;10/4/2018 18:48;9,898;-84,19;6,6;3,2;10,7;Bebedero, Escazu
M;8/4/2018 21:37;9/4/2018 03:37;8,424;-84,279;20,6;5,5;11,37;Finca Alajuela
M;5/4/2018 21:12;6/4/2018 03:12;9,939;-83,758;12,7;3,3;0,59;Esc. Guatuso, Patarrá
A;31/3/2018 21:32;1/4/2018 03:32;8,854;-82,855;26,5;4,5;19,4;Bomberos San Vito
M;31/3/2018 18:25;1/4/2018 00:25;9,358;-84,565;15,2;4,3;2,79;Cruz Roja Jacó
M;31/3/2018 02:43;31/3/2018 08:43;9,805;-83,967;4,9;2,9;0,86;Cruz Roja Acosta
M;27/3/2018 03:24;27/3/2018 09:24;10,388;-83,355;22,2;4;2,49;Cruz Roja, Cariari
M;23/3/2018 14:33;23/3/2018 20:33;9,796;-83,968;3,4;2,9;1,36;Esc. Frailes
A;23/3/2018 01:37;23/3/2018 07:37;9,536;-84,204;32,7;5;65,95;Cruz Roja Acosta
M;19/3/2018 17:52;19/3/2018 23:52;8,762;-82,94;27,4;3,9;3,85;Hosp. C. Neily
A;19/3/2018 11:58;19/3/2018 17:58;10;-84,566;39,9;3,7;17,24;CAIS Puriscal
M;14/3/2018 04:30;14/3/2018 10:30;9,445;-83,869;66,4;3,8;2,45;Esc. Bebedero, Escazú
A;12/3/2018 15:42;12/3/2018 21:42;9,504;-84,496;43,9;4,7;12,84;CAIS Puriscal
A;10/3/2018 14:33;10/3/2018 20:33;9,787;-84,282;36,6;3,8;4,51;Clin. Turrubares
A;3/3/2018 17:25;3/3/2018 23:25;10,225;-84,261;83,9;4,1;3,55;Cruz Roja Paquera
A;2/3/2018 19:02;3/3/2018 01:02;8,545;-83,312;9,9;5,1;130,56;Col. Puerto Jiménez
A;26/2/2018 07:15;26/2/2018 13:15;8,571;-83,299;5,6;5,1;137,35;Col. Puerto Jiménez
M;24/2/2018 08:54;24/2/2018 14:54;9,824;-84,362;1,7;4;25,73;Clin. Turrubares
A;24/2/2018 04:26;24/2/2018 10:26;8,991;-83,962;33;4,6;9,83;Hosp. B. Aires
M;22/2/2018 14:01;22/2/2018 20:01;9,781;-83,904;0,8;3,4;14,89;Cd Niños, Agua Caliente
M;20/2/2018 23:34;21/2/2018 05:34;9,787;-83,9;0,7;2,8;0,15;Esc. Frailes
M;20/2/2018 23:01;21/2/2018 05:01;9,782;-83,902;0,5;3,4;16,21;Paraíso UCR
M;20/2/2018 13:31;20/2/2018 19:31;9,775;-83,9;0,2;3,3;8,68;Paraíso UCR
M;20/2/2018 12:23;20/2/2018 18:23;9,785;-83,9;0,1;3,4;3,19;Paraíso UCR
M;5/2/2018 23:14;6/2/2018 05:14;9,912;-84,222;4,6;3;4,23;S. Jude School, Santa Ana
M;4/1/2018 12:04;4/1/2018 18:04;9,762;-84,019;2,9;2,9;2,61;Escuela de Tobosi, Cartago
M;1/1/2018 17:46;1/1/2018 23:46;9,832;-84,037;0,3;3,2;8,72;Escuela Guatuso, Patarra
A;31/12/2017 07:38;31/12/2017 13:38;9,338;-83,312;1;4,1;15,54;Hosp. B. Aires
M;31/12/2017 07:38;31/12/2017 13:38;9,25;-83,309;12,1;4,4;15,52;Hosp. B. Aires
M;30/12/2017 13:37;30/12/2017 19:37;9,649;-84,912;23,4;3,8;13,42;Cruz Roja, Paquera
A;28/12/2017 17:01;28/12/2017 23:01;10,521;-84,869;125,75;4,5;3,8;Esc. Bebedero, Escazu
M;28/12/2017 17:01;28/12/2017 23:01;10,628;-84,816;166,1;4,7;3,86;Cruz Roja, Paquera
M;28/12/2017 09:52;28/12/2017 15:52;9,562;-84,835;13,8;3,8;6,03;Cruz Roja, Jacó
M;26/12/2017 17:20;26/12/2017 19:15;9,471;-84,588;24,2;4,1;13,6;Cruz Roja, Jacó
M;26/12/2017 13:15;26/12/2017 19:15;9,448;-84,578;34,5;4;2,66;Bomberos, Parrita
A;23/12/2017 14:48;23/12/2017 20:48;9,673;-84,686;1;4,2;15,67;Cruz Roja, Paquera
M;20/12/2017 17:24;20/12/2017 23:24;8,715;-83,887;11,7;5,2;7,04;Escuela de La Palma
M;12/12/2017 22:55;13/12/2017 04:56;9,666;-84,301;32,4;3,4;2,57;Ebais Ciudad Colón
M;10/12/2017 21:49;11/12/2017 03:49;9,526;-84,82;16,9;4,1;5,37;Cruz Roja, Jacó
M;9/12/2017 07:19;9/12/2017 13:19;9,714;-84,058;12,6;3,6;5,79;Cruz Roja, Aserrí
M;9/12/2017 00:57;9/12/2017 06:57;9,27;-84,118;28,8;3,7;1,89;Bomberos, Quepos
M;8/12/2017 22:11;2017-12-00 04:11:10;8,707;-83,055;30,6;3,7;3,48;Sede UCR, Golfito
M;4/12/2017 07:49;4/12/2017 13:49;9,432;-84,633;23,9;4,1;6,79;Cruz Roja, Jacó
A;3/12/2017 02:44;3/12/2017 08:44;9,453;-84,754;13,79;4,7;9,51;Cruz Roja, Jacó
A;2/12/2017 12:01;2/12/2017 18:01;9,691;-83,99;13,17;3,5;25,06;Frailes
M;1/12/2017 19:54;2/12/2017 01:54;9,285;-84,477;30,1;4;3,27;Bomberos, Parrita
A;28/11/2017 20:34;29/11/2017 02:34;10,203;-83,963;13,93;3,5;9,61;OV- Rio Frio, Sarapiqui
M;27/11/2017 17:59;28/11/2017 00:00;9,356;-84,607;16,4;4,1;5,6;Cruz Roja, Jacó
M;26/11/2017 05:33;26/11/2017 11:33;9,276;-84,292;20,9;4,1;1,67;Bomberos, Quepos
M;25/11/2017 20:38;26/11/2017 02:38;8,539;-82,885;15,8;3,9;2,93;Hospital C. Neily
M;23/11/2017 12:47;23/11/2017 18:47;9,505;-84,668;15,9;4;5,36;CTP, Jacó
A;22/11/2017 07:26;22/11/2017 13:26;9,529;-84,675;17,68;4,3;15,4;CTP, Jacó
M;19/11/2017 09:47;19/11/2017 15:47;9,674;-84,33;37,8;3,7;3,25;Esc. Bebedero, Escazu
M;18/11/2017 17:50;18/11/2017 23:50;10,403;-84,815;105,5;4,1;1,87;Cruz Roja, Orotina
M;18/11/2017 15:21;18/11/2017 21:21;8,968;-84,058;16,4;4,1;1,35;Bomberos, Quepos
M;18/11/2017 13:33;18/11/2017 19:33;9,763;-84,615;9,8;3,3;1,15;Cruz Roja, Orotina
M;18/11/2017 13:25;18/11/2017 19:25;9,349;-84,738;15,6;4,2;1,64;Cruz Roja, Jacó
A;18/11/2017 11:56;18/11/2017 17:56;9,413;-84,544;15,59;3,9;6,24;CTP, Jacó
M;16/11/2017 05:45;16/11/2017 11:45;9,889;-82,84;34,1;3,7;1,68;Valle La Estrella
M;16/11/2017 05:30;16/11/2017 11:30;9,474;-84,534;19,8;3,9;8,55;Cruz Roja, Jacó
M;15/11/2017 15:48;15/11/2017 21:48;8,749;-84,177;17,2;4,3;1;Bomberos, Quepos
M;14/11/2017 15:21;14/11/2017 21:21;8,664;-84,059;12,8;5,5;6,91;Lic. Finca Alajuela, Osa
A;12/11/2017 20:32;13/11/2017 02:32;9,41;-84,596;19,1;4,9;68,56;CTP Jaco
A;12/11/2017 20:28;13/11/2017 02:28;9,448;-84,544;21,7;6,5;183,25;CTP Jaco
M;13/8/2017 15:53;13/8/2017 21:53;9,627;-84,85;14,7;4;53,15;Cruz Roja, Paquera
M;12/8/2017 21:09;13/8/2017 03:09;8,469;-82,988;16,6;3,7;8,84;Hospital Ciudad Neilly
M;8/8/2017 20:42;9/8/2017 02:42;10,313;-84,199;101;4;1,62;Cruz Roja, Acosta
M;6/8/2017 07:19;6/8/2017 13:19;9,891;-84,18;7,1;2,5;10,57;Escuela Bebedero, Escazu
M;6/8/2017 00:03;6/8/2017 06:03;9,891;-84,167;7,5;2,5;4,08;Escuela Bebedero, Escazu
M;3/8/2017 17:51;3/8/2017 23:51;9,361;-83,36;28,8;3,7;0,95;Municipalidad de Buenos Aires
M;30/7/2017 06:32;30/7/2017 12:32;9,635;-84,867;19,3;4;20,2;Cruz Roja, Paquera
M;24/7/2017 12:14;24/7/2017 18:14;9,563;-83,94;34,7;3,7;1,71;Colegio Orosi
M;22/7/2017 11:50;22/7/2017 17:50;9,486;-83,81;22,2;3,6;1,67;Sede Interuniversitaria, Alajuela
M;22/7/2017 02:34;22/7/2017 08:34;9,881;-84,072;5,8;2,8;8,87;Cruz Roja, Aserri
M;21/7/2017 19:02;22/7/2017 01:02;9,572;-84,85;16;4,2;15,66;Cruz Roja, Jaco
M;21/7/2017 05:08;21/7/2017 11:08;10,52;-84,899;115,4;4,1;1,84;Las Juntas de Abangares
M;20/7/2017 19:37;21/7/2017 01:37;10,229;-84,226;11,3;3,6;3,25;Escuela de Bajos del Toro
A;20/7/2017 19:32;21/7/2017 01:32;10,215;-84,226;5;4,5;29,02;Sede UCR, Fraijanes
M;20/7/2017 18:17;21/7/2017 00:17;10,232;-84,228;10,3;4,2;15,38;Escuela de Bajos del Toro
M;20/7/2017 17:58;20/7/2017 23:58;10,224;-84,229;12,2;3,8;4,27;El Angel, Cariblanco
M;20/7/2017 17:52;20/7/2017 23:52;10,215;-84,235;3,4;4,4;25,54;Sede UCR, Fraijanes
M;14/7/2017 08:09;14/7/2017 14:09;9,508;-84,158;40,5;3,3;2,02;Cruz Roja, Aserri
M;8/7/2017 09:14;8/7/2017 15:14;10,512;-83,157;32,8;4,1;1,81;Sede UCR, Limón
M;8/7/2017 08:19;8/7/2017 14:19;9,9;-84,173;40,7;3,7;1,74;Escuela de Tobosi
M;8/7/2017 06:57;8/7/2017 12:57;10,203;-84,214;3,7;4;13,99;Sede UCR, Fraijanes
M;8/7/2017 02:18;8/7/2017 08:18;10,744;-85,659;73,1;3,8;1,22;Sede UCR, Santa Cruz
M;5/7/2017 18:36;6/7/2017 00:36;10,03;-84,923;46;4,1;6,33;Cruz Roja, Paquera
M;30/6/2017 20:36;1/7/2017 02:36;10,1;-84,292;83,3;3,9;4,2;Escuela Bebedero, Escazu
M;30/6/2017 04:25;30/6/2017 10:25;9,896;-84,22;6,6;2,6;2,19;Ebais, Ciudad Colón
M;20/6/2017 14:13;20/6/2017 20:13;10,236;-84,154;91,7;3,9;1,3;Escuela Bebedero, Escazu
M;17/6/2017 09:00;17/6/2017 15:00;9,423;-84,607;22,3;4,6;6,38;Cruz Roja, Jaco
M;13/6/2017 15:50;13/6/2017 21:50;9,89;-84,226;7,9;2,8;9,88;Ebais, Ciudad Colón
M;11/6/2017 04:34;11/6/2017 10:34;9,333;-84,458;29,2;3,7;1,43;Bomberos de Parrita
A;8/6/2017 08:06;8/6/2017 14:06;9,943;-83,889;4,34;4;27,14;Finca Alfredo Volio, Sede UCR
M;7/6/2017 07:57;7/6/2017 13:57;10,939;-86,033;52,7;4,2;1,99;Hospital Upala
M;7/6/2017 05:57;7/6/2017 13:57;8,715;-82,685;29;3,9;1,99;Hospital Upala
M;6/6/2017 04:15;6/6/2017 10:15;9,788;-84,003;6;2,8;2,58;Escuela de Frailes
M;17/3/2017 04:19;17/3/2017 10:19;8,924;-82,847;15,7;4,2;9,57;OV-Coto Brus
M;25/2/2017 21:23;26/2/2017 03:23;9,958;-83,876;7,6;3,2;5,89;San Rafael de Oreamuno
M;20/1/2017 22:54;21/1/2017 04:54;8,344;-83,17;20,4;4,5;22,32;Hospital Ciudad Neilly
M;19/1/2017 19:00;20/1/2017 01:00;9,526;-83,808;31,1;3,2;1,28;Ciudad de los Niños, Cartago
M;15/1/2017 20:41;16/1/2017 02:41;9,517;-84,285;24,5;3,5;3,14;Comisión Nacional de Emergencias,
M;14/1/2017 11:54;14/1/2017 17:54;9,391;-83,582;44,8;3,6;3,58;Rg Brunca,San Isidro
M;12/1/2017 17:45;12/1/2017 23:45;8,553;-82,907;40;4,1;15,41;Hospital Ciudad Neilly
M;19/12/2016 05:52;19/12/2016 11:52;10,179;-83,958;7;3,6;4,69;Clinica de Hatillo
M;14/12/2016 01:19;14/12/2016 07:19;9,46;-84,064;46,1;3,4;2,32;Comisión Nacional de Emergencias,
M;4/12/2016 09:08;4/12/2016 15:08;9,413;-83,879;31,8;3,8;3,13;Finca Alfredo Volio, Sede UCR
A;4/12/2016 05:34;4/12/2016 11:34;9,48;-83,938;32,89;3,8;10,94;Frailes
M;30/11/2016 22:50;1/12/2016 04:50;9,944;-83,777;9;3,3;2,46;San Rafael de Oreamuno
M;30/11/2016 19:05;1/12/2016 01:05;9,985;-83,807;4,5;4,5;4,83;Hospital William Allen, Turrialba
M;30/11/2016 18:33;1/12/2016 00:33;9,965;-83,801;10,6;4;1,42;Hospital William Allen, Turrialba
A;30/11/2016 18:25;1/12/2016 00:25;9,943;-83,796;1;5,7;158,16;Hospital William Allen, Turrialba
M;30/11/2016 15:50;30/11/2016 21:50;8,995;-84,046;16,6;4,5;3,75;Bomberos de Quepos
M;24/11/2016 09:24;24/11/2016 15:24;8,488;-83,116;23,1;3,4;2;Oficina Acueducto Laurel, Corredor
A;19/11/2016 13:51;19/11/2016 00:00;9,409;-84,14;31,64;3,8;7,38;Clinica de Hatillo
M;19/11/2016 02:44;19/11/2016 08:44;9,58;-84,702;15,4;3,8;5,66;Cruz Roja, Jacó
M;18/11/2016 12:32;18/11/2016 18:32;10,371;-85,919;23,1;4,1;58,1;OV- Sardinal, Carrillo
M;4/11/2016 11:57;4/11/2016 17:47;9,885;-84,286;48,7;3,6;2,71;Ebais Ciudad Colón
M;28/10/2016 08:11;28/10/2016 14:11;9,671;-84,778;16,9;3,7;2,57;Cruz Roja, Orotina
M;27/10/2016 17:55;27/10/2016 23:55;8,406;-82,688;21,9;4,4;2,96;Oficina Acueducto Laurel, Corredor
A;26/10/2016 16:27;26/10/2016 22:27;9,392;-84,01;59,04;4,3;14,26;Sede UCR, San Pedre
A;25/10/2016 16:35;25/10/2016 22:35;9,446;-84,125;43,04;4,3;17,57;Ebais Ciudad Colón
M;23/10/2016 03:57;23/10/2016 09:57;8,506;-82,991;38,3;4,5;4,24;Oficina Acueducto Laurel, Corredor
M;20/10/2016 11:02;20/10/2016 17:02;8,702;-83,272;3,2;3,7;4,02;Sede UCR, Golfito
M;20/10/2016 05:43;20/10/2016 11:43;9,723;-83,872;2,4;3,6;59,71;Colegio de Orosi
M;16/10/2016 00:54;16/10/2016 06:54;9,885;-84,226;8,4;2,9;8,19;Ebais, Ciudad Colón
M;14/10/2016 15:05;14/10/2016 21:05;9,59;-84,895;26,6;3,6;6,34;Cruz Roja, Paquera
M;9/10/2016 01:00;9/10/2016 07:00;8,674;-83,312;22,8;4;2,97;Sede UCR, Golfito
M;4/10/2016 05:08;4/10/2016 11:08;9,256;-84,491;27,6;4,4;2,55;Bomberos Parrita
M;1/10/2016 16:33;1/10/2016 22:33;8,588;-82,786;26,9;4;1,57;Bomberos de San Vito, Puntarenas
M;29/9/2016 03:20;29/9/2016 09:20;9,562;-84,334;28,8;3,5;0,87;Bomberos de Parrita, Puntarenas
M;26/9/2016 19:48;27/9/2016 01:48;9,529;-84,158;24,4;3,8;2,31;Comisión Nacional de Emergencias,
M;24/9/2016 17:58;24/9/2016 23:58;9,553;-84,824;22,8;4;8,46;Cruz Roja de Jacó, Puntarenas
M;24/9/2016 17:05;24/9/2016 23:05;9,486;-84,835;25,9;3,6;3,47;Cruz Roja de Jacó, Puntarenas
M;24/9/2016 14:14;24/9/2016 20:14;9,541;-84,822;16,2;4,2;13,6;Cruz Roja de Jacó, Puntarenas
M;24/9/2016 13:07;24/9/2016 19:07;9,897;-84,213;6,6;2,8;6,08;Ebais de Ciudad Colón, San José
M;21/9/2016 02:48;21/9/2016 08:48;9,387;-83,741;28,4;3,9;19,48;Inst. Nac. Seguros, San Isidro de
M;18/9/2016 08:40;18/9/2016 14:40;9,9;-84,224;8,5;2,6;3,07;Ebais de Ciudad Colón, San José
M;17/9/2016 11:42;17/9/2016 17:42;10,207;-84,198;0,5;4;7,64;Represa El Angel, Cariblanco Alaju
M;16/9/2016 18:09;17/6/2016 00:09;10,146;-85,388;32,1;3,6;2,67;Biblioteca de Nosara, Guanacaste
M;15/9/2016 03:50;15/9/2016 09:50;10,216;-84,193;0,6;4,2;6,35;Sede UCR, Fraijanes, Alajuela
M;12/9/2016 19:09;13/9/2016 01:09;9,488;-84,246;40,6;3,8;9,57;Cruz Roja de Acosta, San José
A;9/9/2016 23:28;10/9/2016 05:28;9,412;-83,867;27,55;4,2;10,06;Inst. Nac. Seguros, San Isidro de
M;9/9/2016 10:53;9/9/2016 16:53;9,783;-83,819;8,3;3,1;1,9;Sede UCR, Paraiso, Cartago
M;8/9/2016 07:35;8/9/2016 13:35;11,268;-85,906;107,6;4,6;3,63;Biblioteca de Nosara, Guanacaste
M;8/9/2016 03:43;8/9/2016 09:43;9,392;-83,679;27,4;3,7;5,34;Inst. Nac. Seguros, San Isidro de
M;4/9/2016 17:07;4/9/2016 23:07;9,396;-83,904;27,1;4;5,46;Escuela de Tobosi, Cartago
M;4/9/2016 00:07;4/9/2016 06:07;8,333;-82,88;24,1;4,2;6,37;Oficina Acueducto Laurel, Corredor
A;3/9/2016 16:06;3/9/2016 22:06;9,395;-83,877;29,58;4,9;46,85;Escuela de Tobosi, Cartago
A;31/8/2016 21:00;1/9/2016 03:00;10,038;-84,216;79,08;4,4;7,92;Cais, Puriscal, San José
M;30/8/2016 09:48;30/8/2016 15:48;8,618;-83,02;10,8;4,2;51,8;Bomberos Ciudad Neily
M;27/8/2016 21:42;28/8/2016 03:42;9,661;-84,054;56,2;3,8;3;Frailes, San José
M;25/8/2016 22:35;26/8/2016 04:35;9,959;-84,121;67,3;3,9;3,07;Biblioteca de Atenas, Alajuela
A;25/8/2016 07:34;25/8/2016 13:34;9,011;-83,677;44,21;4,6;7,11;Municipalidad de Buenos Aires, Pun
M;24/8/2016 09:48;24/8/2016 15:48;9,375;-83,693;19,4;3,5;1,87;Inst. Nac. Seguros, San Isidro de
M;19/8/2016 05:27;19/8/2016 11:27;10,44;-85,645;54,9;3,6;2,44;Sede UCR, Santa Cruz, Guanacaste
A;18/8/2016 23:47;19/8/2016 05:47;9,555;-83,978;19,85;3,5;3,42;Frailes, San José
M;18/8/2016 19:19;19/8/2016 01:19;9,826;-84,175;52;4,2;3,44;Sede UCR, Fraijanes, Alajuela
A;17/8/2016 10:06;17/8/2016 16:06;9,644;-84,104;22,51;4,4;44,56;Clinica de Hatillo, San José
M;16/8/2016 05:26;16/8/2016 11:26;9,43;-84,851;22,5;3,9;2,66;Cruz Roja de Jacó, Puntarenas
M;9/8/2016 00:24;9/8/2016 06:24;8,181;-82,928;18,8;4,5;14,48;Oficina Acueducto Laurel, Corredor
A;8/8/2016 21:53;9/8/2016 03:53;9,622;-83,82;27,08;3,6;8,92;Clinica de San Rafael de Oreamuno,
M;8/8/2016 04:48;8/8/2016 10:48;9,486;-83,665;12,8;3,2;1,63;Inst. Nac. Seguros, San Isidro de
A;7/8/2016 00:09;7/8/2016 06:09;10,599;-83,875;16,99;4,6;13,55;Municipalidad de Sarapiqui, Heredi
M;3/8/2016 06:05;3/8/2016 12:05;11,233;-85,843;87,7;4,5;2,05;Liceo de Santa Cruz, Guanacaste
M;30/7/2016 08:23;30/7/2016 14:23;9,764;-84,019;4,8;3,3;21,02;Frailes, San José
A;27/7/2016 04:50;27/7/2016 10:50;9,659;-84,368;23,83;4,1;11,27;Cais, Puriscal, San José
M;26/7/2016 09:51;26/7/2016 15:51;9,537;-84,889;21,1;4;16,44;Cruz Roja de Paquera, Puntarenas
M;25/7/2016 15:22;25/7/2016 21:22;9,753;-84,024;1,6;3,3;17,18;Frailes, San José
M;24/7/2016 18:32;25/7/2016 00:32;9,411;-83,87;9,7;4,1;8,16;Bomberos de Quepos, Puntarenas
M;23/7/2016 00:41;23/7/2016 06:41;8,924;-84,037;15,8;4,2;0,87;Bomberos de Quepos, Puntarenas
M;22/7/2016 23:26;23/7/2016 05:26;8,967;-84,019;7,4;4,2;1,95;Bomberos de Quepos, Puntarenas
M;21/7/2016 09:36;21/7/2016 15:36;9,521;-83,969;34,4;3,2;2,11;sede UCR, Paraiso, Cartago
M;21/7/2016 00:49;21/7/2016 06:49;8,98;-84,244;33,8;4,2;2,01;Bomberos de Quepos, Puntarenas
M;21/7/2016 00:40;21/7/2016 06:40;9,872;-84,227;4,7;2,9;2,38;Ebais de Ciudad Colón, San José
M;20/7/2016 22:28;21/7/2016 04:28;9,887;-84,215;7,7;3,4;21,15;Ebais de Ciudad Colón, San José
M;19/7/2016 12:52;19/7/2016 18:52;9,977;-85,688;15,2;3,6;18,01;Biblioteca de Nosara, Guanacaste
M;14/7/2016 11:27;14/7/2016 17:27;9,856;-84,234;5,3;2,8;5,88;Ebais de Ciudad Colón, San José
M;8/7/2016 07:05;8/7/2016 13:05;9,8585;-86,208;10;4,2;5,5;Biblioteca de Nosara, Guanacaste
A;2/7/2016 20:16;3/7/2016 02:16;10,771;-85,046;5,67;5,5;74,41;Municipalidad de Upala, Alajuela
M;2/7/2016 20:02;3/7/2016 02:02;10,769;-85,062;4;4,1;20,1;Hospital de Upala, Alajuela
M;2/7/2016 19:58;3/7/2016 01:58;10,779;-85,06;8,1;5,7;159,73;Municipalidad de Upala, Alajuela
M;1/7/2016 20:31;2/7/2016 02:31;9,97;-85,682;14,9;3,3;14,22;Biblioteca de Nosara, Guanacaste
M;1/7/2016 15:42;1/7/2016 21:42;9,901;-84,228;9,5;3;3,7;Ebais de Ciudad Colón, San José
M;1/7/2016 07:48;1/7/2016 13:48;9,927;-85,742;10,6;4;5,11;Inst. Nac. Seguros, Nicoya, Guanac
M;1/7/2016 07:43;1/7/2016 13:43;9,975;-85,711;16,7;3,6;30,77;Biblioteca de Nosara, Guanacaste
M;1/7/2016 05:51;1/7/2016 11:51;9,897;-84,228;8,4;2,7;2,87;Ebais de Ciudad Colón, San José
M;30/6/2016 22:19;1/7/2016 04:19;9,892;-84,22;7;3;7,01;Saint Jude School Santa Ana, San J
M;29/6/2016 10:28;29/6/2016 16:28;9,725;-83,956;8,7;3,2;5,5;Cruz Roja de Aserrí, San José
M;27/6/2016 01:12;27/6/2016 07:12;10,071;-83,574;10,6;4;2,78;Inst. Nac. Seguros, Siquirres, Lim
M;25/6/2016 22:13;26/6/2016 04:13;9,905;-84,213;9,2;2,7;2,36;Saint Jude School Santa Ana, San J
M;22/6/2016 03:47;22/6/2016 09:47;10,326;-84,745;91,8;4;3,4;Las Juntas de Abangares, Guanacast
M;15/6/2016 12:17;15/6/2016 18:17;8,245;-82,72;25,2;4,7;6,51;Oficina Acueducto Laurel, Corredor
M;11/6/2016 09:55;11/6/2016 15:55;9,582;-83,919;5,4;3,1;0,97;Frailes, San José
M;8/6/2016 16:11;8/6/2016 22:11;9,715;-83,87;16,3;2,7;1,1;Colegio de Orosi, Cartago
M;5/6/2016 15:20;5/6/2016 21:20;8,305;-82,804;35;4,7;29,43;Oficina Acueducto Laurel, Corredor
M;4/6/2016 16:19;4/6/2016 22:19;8,964;-83,098;6,2;4,2;1,89;Hospital Ciudad Neilly
M;3/6/2016 12:33;3/6/2016 18:33;9,833;-83,613;11,5;2,5;0,8;Sede UCR, Turrialba
A;31/5/2016 00:12;31/5/2016 06:12;9,348;-84,294;39,61;4,3;10,3;Ciudad de los Niños, Cartago
M;29/5/2016 06:08;29/5/2016 12:08;9,891;-84,22;7,4;2,6;3,79;Ebais de Ciudad Colón
M;28/5/2016 16:14;28/5/2016 22:14;9,559;-84,921;28,3;4;5,72;Cruz Roja de Jacó
M;26/5/2016 12:26;26/5/2016 18:26;9,902;-84,216;6,6;2,7;3,52;Ebais Ciudad Colón
M;25/5/2016 19:02;26/5/2016 01:02;11,409;-85,817;194,5;4,9;3,67;Carmona, Nandayure
M;25/5/2016 09:02;25/5/2016 15:02;9,889;-84,23;8,7;3,1;6,8;Cruz Roja, Acosta
M;25/5/2016 08:09;25/5/2016 14:09;9,896;-84,215;7;2,7;5,15;Ebais Ciudad Colón
M;23/5/2016 07:54;23/5/2016 13:54;8,456;-83,241;26,4;4,3;21,02;Colegio, Puerto Jimenez
M;17/5/2016 22:03;18/5/2016 04:03;9,57;-84,045;48,1;3,5;1,83;Escuela de Tobosi, Cartago
M;16/5/2016 15:54;16/5/2016 21:54;8,336;-82,868;21,7;4,3;5,46;Oficina Acueducto Laurel, Corredor
M;10/5/2016 08:03;10/5/2016 14:03;8,594;-83,224;11,2;3,6;1,91;Colegio, Puerto Jiménez
A;6/5/2016 11:59;6/5/2016 17:59;9,561;-83,891;30,78;4,2;16,77;Colegio de Orosi
M;4/5/2016 17:02;4/5/2016 23:02;9,487;-84,072;34,1;3,8;3,36;Ebais Ciudad Colón
M;4/5/2016 05:04;4/5/2016 11:04;8,101;-82,743;16,6;4,3;5,56;Oficina Acueducto Laurel
M;4/5/2016 01:53;4/5/2016 07:53;9,623;-83,999;24,9;3;0,89;Cruz Roja, Aserri
M;4/5/2016 01:04;4/5/2016 07:04;8,094;-82,78;18,4;4,6;2,41;Oficina Acueducto Laurel
M;3/5/2016 09:20;3/5/2016 15:20;9,908;-84,205;8,9;2,9;3,01;Saint Jude School, Santa Ana
M;2/5/2016 10:01;2/5/2016 16:01;9,694;-84,135;11,2;2,8;2,09;Frailes
