Tipo;Tiempo_CR;Tiempo_UTC;Lat;Lon;Profundidad_km;Magnitud_Mw;Acelaracion_cms2;Lugar_mayor_aceleracion
M;3/12/2014 10:20;3/12/2014 16:20;9,868;-84,097;7,9;3,4;11,32;Cruz Roja, Aserrí
M;1/12/2014 20:29;2/12/2014 02:29;8,525;-82,938;32,9;4;5,41;Hosp. Ciudad Neilly
M;20/11/2014 22:56;21/11/2014 04:56;9,362;-83,965;56,6;4,3;11,27;Hosp. Chacon Paul, Tres Rios
M;17/11/2014 21:12;18/11/2014 03:12;9,643;-84,765;22,6;3,4;4,68;Cruz Roja, Jaco
M;17/11/2014 13:28;17/11/2014 19:28;8,693;-83,081;48,5;4,3;10,93;Oficina Acueducto Laurel, Corredor
M;16/11/2014 04:21;16/11/2014 10:21;10,327;-86,414;22,4;5,2;3,08;Sede UCR, Santa Cruz
M;8/11/2014 08:39;8/11/2014 14:39;9,951;-85,676;17,7;3,3;5,65;Biblioteca Nosara
M;8/11/2014 08:29;8/11/2014 14:29;9,954;-85,685;17,7;3,5;30;Biblioteca Nosara
M;2/11/2014 09:28;2/11/2014 15:27;9,969;-85,723;11;3,2;12,27;Biblioteca Nosara
M;2/11/2014 05:59;2/11/2014 11:59;9,973;-85,682;15,9;3,3;9,13;Biblioteca Nosara
M;1/11/2014 12:52;1/11/2014 18:52;9,894;-84,084;8,7;2,9;5,23;Cruz Roja, Aserrí
M;1/11/2014 08:53;1/11/2014 14:53;9,891;-84,083;8,4;2,9;3,11;Cruz Roja, Aserrí
M;1/11/2014 04:46;1/11/2014 10:46;9,892;-84,089;9,7;3,1;3,99;Cruz Roja, Aserrí
M;1/11/2014 04:38;1/11/2014 10:38;9,895;-84,09;9,2;3,3;14,39;Cruz Roja, Aserrí
A;1/11/2014 03:27;1/11/2014 09:27;9,893;-84,091;10,03;3,7;39,98;Cruz Roja, Aserrí
A;1/11/2014 01:23;1/11/2014 07:23;9,886;-84,094;9,54;4,1;57,16;Cruz Roja, Aserrí
M;31/10/2014 18:48;1/11/2014 00:48;10,185;-85,515;36,8;4,3;14,96;Sede UCR, Santa Cruz
M;31/10/2014 12:37;31/10/2014 18:37;10,191;-85,504;33,2;3,4;1,67;Sede UCR, Santa Cruz
M;30/10/2014 21:38;31/10/2014 03:38;9,374;-84,589;29,1;3,9;7,66;Cruz Roja, Jaco
M;30/10/2014 14:51;30/10/2014 20:51;8,871;-83,036;7,9;3,6;1,97;Bomberos San Vito
M;24/10/2014 13:03;24/10/2014 19:03;10,676;-85,866;58,8;4,3;6,31;Sede UCR, Santa Cruz
M;22/10/2014 17:20;22/10/2014 23:20;8,445;-83,106;6,2;4,2;8,89;Oficina Acueducto Laurel, Corredor
M;22/10/2014 17:10;22/10/2014 23:10;8,449;-83,137;19,7;4;3,82;Hosp. Ciudad Neilly
M;22/10/2014 09:50;22/10/2014 15:50;9,468;-83,792;23,7;3,2;1,33;INS, San Isidro de El General
M;22/10/2014 09:47;22/10/2014 15:47;9,459;-83,753;22,1;3,9;17,11;Holcim,Cartago
M;20/10/2014 09:36;20/10/2014 15:36;8,994;-84,137;14,6;4,1;1,59;Bomberos, Quepos
M;15/10/2014 23:41;16/10/2014 05:41;8,404;-83,135;11,8;4,7;6,8;Oficina de acueducto Laurel, Corre
M;14/10/2014 09:59;14/10/2014 15:59;8,357;-83,146;21,2;4,3;6,13;Escuela La Palma
A;13/10/2014 21:52;14/10/2014 03:51;12,576;-88,046;40;7,3;36,78;Colegio de Cobano
A;13/10/2014 21:31;14/10/2014 03:31;9,01;-83,961;15,7;4,9;9,79;Sede UCR, Fraijanes
M;13/10/2014 12:48;13/10/2014 18:48;8,447;-83,096;8,6;3,3;0,87;Sede UCR, Golfito
M;12/10/2014 19:38;13/10/2014 01:38;8,441;-83,122;8,6;3,6;1,48;Colegio, Puerto Jiménez
M;12/10/2014 00:25;12/10/2014 06:25;8,338;-83,105;24,5;4,9;22,82;Hospital C. Neily
M;10/10/2014 04:52;10/10/2014 10:52;8,355;-83,109;24,4;4,9;29,87;Oficina de acueducto Laurel, Corre
M;10/10/2014 00:22;10/10/2014 06:22;8,37;-83,126;20,5;5;13,96;Colegio, Puerto Jiménez
M;9/10/2014 18:47;10/10/2014 00:47;8,546;-83,037;32,5;3,5;1,93;Hospital C. Neily
M;9/10/2014 13:38;9/10/2014 19:38;10,152;-85,339;49,2;4;4,43;Carmona, Nandayure
M;6/10/2014 22:28;7/10/2014 04:28;11,515;-85,811;182,6;5,1;7,57;Biblioteca de Nosara
M;4/10/2014 16:46;4/10/2014 22:46;10,081;-84,9;47,3;4,4;6,87;Carmona, Nandayure
M;28/9/2014 03:07;28/9/2014 09:07;8,709;-83,331;22,3;3,6;2,55;Sede UCR, Golfito
M;25/9/2014 03:23;25/9/2014 09:23;10,301;-86,266;45,6;4,8;2,18;Sede UCR, Santa Cruz
M;25/9/2014 00:06;25/9/2014 06:06;9,906;-84,205;71,6;3,5;0,8;Cruz Roja, Acosta
M;21/9/2014 09:42;21/9/2014 15:42;9,192;-83,86;41,5;3,5;1,41;Bomberos, Quepos
M;18/9/2014 07:14;18/9/2014 13:14;10,738;-86,306;29,1;5,1;6,96;Sede UCR, Santa Cruz
M;17/9/2014 10:59;17/9/2014 16:59;9,93;-84,264;6,5;3,2;18,16;Ebais Ciudad Colón
M;13/9/2014 00:26;13/9/2014 06:26;10,416;-84,981;87,5;3,9;2,59;Las Juntas, Abangares
M;12/9/2014 01:42;12/9/2014 07:42;10,289;-86,306;27,6;4,7;1,25;Sede UCR, Santa Cruz
A;9/9/2014 10:07;9/9/2014 16:07;9,65;-85,107;14,72;4,8;120,26;Colegio de Cobano
M;9/9/2014 05:47;9/9/2014 11:47;9,678;-85,106;17,5;4,3;115,08;Colegio de Cobano
M;8/9/2014 03:17;8/9/2014 09:17;8,583;-82,948;10,7;3,7;8,97;Hospital C. Neily
M;31/8/2014 05:22;31/8/2014 11:22;8,954;-84,032;15,5;3,9;0,71;Bomberos, Quepos
M;31/8/2014 04:19;31/8/2014 10:19;8,923;-84,073;18,2;4,4;1,8;Bomberos, Quepos
M;31/8/2014 04:04;31/8/2014 10:04;8,958;-84,061;15,9;4;1,18;Holcim,Cartago
A;31/8/2014 04:01;31/8/2014 10:01;8,904;-84,092;13,98;5,2;14,04;Bomberos, Quepos
M;30/8/2014 04:31;30/8/2014 10:31;11,631;-85,214;9,8;5;7,38;Municipalidad, Upala
M;28/8/2014 05:13;28/8/2014 11:13;8,366;-82,927;8,2;3,9;13,47;Hospital C. Neily
M;28/8/2014 04:52;28/8/2014 10:52;8,37;-82,954;8,1;4,3;32,75;Hospital C. Neily
M;27/8/2014 18:51;28/8/2014 00:51;10,269;-84,248;7,2;3,1;3,5;Escuela Bajos del Toro
M;22/8/2014 12:19;22/8/2014 18:19;9,662;-82,76;26,6;4,2;4,68;Colegio, Talamanca
M;20/8/2014 21:49;21/8/2014 03:49;9,288;-83,965;41,3;3,6;1,57;Bomberos, Alajuela
M;20/8/2014 17:16;20/8/2014 23:16;9,444;-83,875;47,4;3,4;3,21;Holcim,Cartago
M;19/8/2014 17:40;19/8/2014 23:40;9,47;-84,629;16,5;3,7;3,48;Cruz Roja, Jacó
M;15/8/2014 05:32;15/8/2014 11:32;9,745;-83,756;8,9;2,8;1,6;Colegio de Orosi
A;14/8/2014 04:01;14/8/2014 10:01;10,152;-85,319;40,29;4,2;9,59;Santa Cruz, UCR
M;13/8/2014 14:31;13/8/2014 20:31;9,867;-84,566;46,9;3,9;2,43;Cruz Roja, Acosta
M;12/8/2014 11:37;12/8/2014 17:37;9,578;-84,853;26,6;3,4;2,17;Cruz Roja, Jacó
M;10/8/2014 14:37;10/8/2014 20:37;10,075;-83,248;12,9;3,6;6,45;Pto Moín, Limón
M;10/8/2014 09:57;10/8/2014 15:57;9,668;-84,873;22,7;4,3;41,43;Cruz Roja, Paquera
M;7/8/2014 13:44;7/8/2014 19:44;9,409;-84,552;21,6;4;0,88;Bomberos, Quepos
M;7/8/2014 13:42;7/8/2014 19:42;9,59;-84,803;16,8;3,7;7,53;Cruz Roja, Jacó
A;7/8/2014 02:50;7/8/2014 08:50;9,644;-84,216;20,47;4,7;154,3;Frailes
M;5/8/2014 00:17;5/8/2014 06:17;9,977;-83,191;22,8;3,4;2,44;Hospital Limón
M;4/8/2014 22:11;5/8/2014 04:11;11,344;-85,767;180,8;4,8;2,77;Biblioteca de Nosara
M;4/8/2014 04:10;4/8/2014 10:10;9,624;-84,765;25,4;3,6;1,26;INCOP, Caldera
M;3/8/2014 00:29;3/8/2014 06:29;9,535;-84,055;49,8;3,8;11,02;Holcim, Cartago
M;2/8/2014 20:54;3/8/2014 02:54;9,698;-83,838;10,8;2,6;1,24;Holcim, Cartago
M;2/8/2014 12:07;2/8/2014 18:07;9,581;-84,85;25,7;4;8,03;Cruz Roja, Paquera
M;2/8/2014 11:43;2/6/2014 17:43;9,57;-84,833;21,8;3,7;12,09;Cruz Roja, Jacó
M;2/8/2014 09:32;2/8/2014 15:32;9,45;-84,264;12,3;3,6;3,06;Bomberos, Quepos
M;1/8/2014 04:54;1/8/2014 10:54;8,125;-82,879;15;4,4;6,97;Oficina Acueducto Laurel, Corredor
M;29/7/2014 15:21;29/7/2014 21:21;8,68;-82,865;28,7;3,8;1,91;Hospital C. Neily
M;29/7/2014 02:04;29/7/2014 08:04;9,881;-83,953;1,3;3,1;10,2;Holcim, Cartago
M;27/7/2014 22:05;28/7/2014 04:05;9,9;-83,949;5,5;3,3;9,74;Recope El Alto
M;27/7/2014 12:19;27/7/2014 18:19;9,466;-84,167;36,3;4;7,41;Cruz Roja, Acosta
M;26/7/2014 19:04;27/7/2014 01:04;9,902;-83,93;6,4;2,8;3,4;Ciudad de los Niños
M;26/7/2014 00:48;26/7/2014 06:48;9,894;-83,931;6,6;2,7;1,64;Ciudad de los Niños
M;26/7/2014 00:30;26/7/2014 06:30;9,895;-83,934;6,7;2,3;0,96;Ciudad de los Niños
M;26/7/2014 00:13;26/7/2014 06:13;9,892;-83,932;6,6;2,7;3,45;Ciudad de los Niños
A;25/7/2014 23:49;26/7/2014 05:49;9,879;-83,935;5,86;4,1;89,55;
A;24/7/2014 22:21;25/7/2014 04:21;9,372;-84,188;37,1;4,4;10,55;INS, San Isidro de El General
M;24/7/2014 15:41;24/7/2014 21:41;9,929;-84,299;15;3,2;12,25;Ebais Ciudad Colón
A;24/7/2014 12:48;24/7/2014 18:48;9,956;-84,268;12,7;4,3;245,48;Ebais Ciudad Colón
M;23/7/2014 21:00;24/7/2014 03:00;8,744;-83,3;23,8;4;9,78;Hospital C. Neily
M;19/7/2014 23:05;20/7/2014 05:05;9,799;-84,947;12,8;3,1;3,15;Cruz Roja, Paquera
M;19/7/2014 22:55;20/7/2014 04:55;9,8;-84,95;13,2;3,4;7,84;Cruz Roja, Paquera
M;19/7/2014 18:57;20/7/2014 00:57;9,785;-84,947;20,5;3,2;4,81;Cruz Roja, Paquera
M;18/7/2014 18:23;19/7/2014 00:23;9,182;-83,808;58,1;3,6;1,2;San Rafael, Oreamuno
M;18/7/2014 05:53;18/7/2014 11:53;9,663;-84,205;16;3;0,86;Sede UCR, Paraiso
A;16/7/2014 16:10;16/7/2014 22:10;9,518;-83,772;18,41;4,2;23,28;Colerio de Orosi
M;15/7/2014 21:05;16/7/2014 03:05;7,828;-82,727;34,1;4,3;2,86;Oficina de acueducto Laurel, Corre
M;11/7/2014 08:23;11/7/2014 14:23;10,148;-85,353;40,6;3,6;1,42;Cruz Roja, Paquera
M;10/7/2014 18:11;11/7/2014 00:11;10,095;-83,223;24,1;3,4;1,7;Holcim,Cartago
M;10/7/2014 09:01;10/7/2014 15:01;9,813;-82,784;34,7;3,9;2,39;Valle La Estrella
M;10/7/2014 02:44;10/7/2014 08:44;9,901;-83,948;2,9;3;3,85;Holcim,Cartago
A;9/7/2014 20:59;10/7/2014 02:59;10,158;-85,314;43,07;4,5;25,71;INS, Nicoya
M;9/7/2014 16:03;9/7/2014 22:03;8,985;-83,963;15,3;4;1,64;Sede UCR, Fraijanes
M;6/7/2014 05:51;6/7/2014 11:51;10,144;-85,323;44,6;3,8;6,3;Sede UCR, Santa Cruz
A;6/7/2014 05:42;6/7/2014 11:42;10,148;-85,324;41,46;5,1;40,56;Sede UCR, Puntarenas
M;25/6/2014 21:45;26/6/2014 03:45;9,725;-83,874;15,4;3;2,33;Colegio de Orosi
M;25/6/2014 05:45;25/6/2014 11:45;9,627;-84,884;23,8;4,3;45,26;Cruz Roja, Paquera
M;24/6/2014 19:57;25/6/2014 01:57;9,522;-83,822;27,4;3,3;1,35;Recope El Alto
M;24/6/2014 11:14;24/6/2014 17:17;10,014;-82,648;37,8;4,3;6,97;Sede UCR, Limón
M;23/6/2014 13:13;23/6/2014 19:13;8,545;-82,818;27,6;4,7;27,88;Hospital C. Neily
M;23/6/2014 01:43;23/6/2014 07:43;8,232;-82,765;37,1;4,6;3,52;Bomberos, Ciudad Neily
M;22/6/2014 10:51;22/6/2014 16:51;8,193;-82,705;31,4;4,1;1,43;Oficina de acueducto Laurel, Corre
M;18/6/2014 09:43;18/6/2014 15:43;9,764;-84,274;39,6;3,8;5,14;Cruz Roja, Aserrí
M;17/6/2014 01:28;17/6/2014 07:28;10,167;-85,74;21,4;4,4;19,04;Sede UCR, Santa Cruz
M;15/6/2014 18:35;16/6/2014 00:35;9,288;-83,913;52,3;3,6;1,5;Rg Brunca, S. Isidro
M;14/6/2014 17:56;14/6/2014 23:56;9,399;-84,248;23;3,8;2,68;Hospítal Quepos
M;11/6/2014 19:22;12/6/2014 01:22;9,769;-83,898;5,8;2,5;2,8;Holcim,Cartago
M;9/6/2014 12:34;9/6/2014 18:34;8,586;-83,832;5,9;4,1;3,19;Escuela La Palma
M;5/6/2014 23:20;6/6/2014 05:20;9,659;-83,859;10,6;3,4;26,86;Holcim,Cartago
M;4/6/2014 03:12;4/6/2014 09:12;9,507;-83,751;24,2;3,3;1,72;Sede UCR, Paraiso
M;1/6/2014 12:57;1/6/2014 18:57;9,623;-84,767;26;3,8;3,5;Cruz Roja, Paquera
M;1/6/2014 07:31;1/6/2014 13:31;9,481;-84,038;32,7;3,3;1,57;Holcim, Cartago
M;30/5/2014 14:25;30/5/2014 20:25;9,4;-83,864;69,5;3,7;4,47;Hosp. Calderón Guardia
M;29/5/2014 10:23;29/5/2014 16:23;9,422;-84,577;19,7;3,5;2,79;Cruz Roja, Jacó
M;28/5/2014 13:07;28/5/2014 19:07;9,965;-84,658;5;3;0,92;Biblioteca, Palmares
M;28/5/2014 10:53;28/5/2014 16:53;10,427;-86,16;19,1;4,5;1,01;Sede UCR, Liberia
M;25/5/2014 12:53;25/5/2014 18:53;9,955;-84,845;40,4;3,5;1,5;Cruz Roja, Paquera
M;18/5/2014 01:46;18/5/2014 07:46;8,613;-83,202;16,9;3,8;11,86;Sede UCR, Golfito
M;17/5/2014 06:54;17/5/2014 12:54;10,101;-84,618;58,1;3,7;2,46;Sede UCR, Fraijanes
M;16/5/2014 20:25;17/5/2014 02:25;9,49;-83,894;53,7;3,8;3,13;Cruz Roja, Aserrí
M;14/5/2014 11:16;14/5/2014 17:16;10,821;-85,703;70,4;4,2;1,7;Parque Santa Rosa
M;14/5/2014 03:46;14/5/2014 09:46;7,175;-82,426;20;5,3;0,63;Colegio, Puerto Jimenez
M;13/5/2014 23:28;14/5/2014 05:28;7,68;-82,629;31,8;5,3;1,83;Colegio, Puerto Jimenez
A;13/5/2014 00:35;13/5/2014 06:35;7,772;-82,786;32,65;6;16,9;Hospital C. Neily
M;9/5/2014 06:34;9/5/2014 12:34;9,019;-83,947;8,8;4;0,71;Hospital C. Neily
M;8/5/2014 17:20;8/5/2014 23:20;9,957;-85,668;16,1;3,6;18,81;Biblioteca de Nosara
M;7/5/2014 19:05;8/5/2014 01:05;10,046;-84,625;9,4;3,7;15,78;Recope Barranca
M;4/5/2014 18:12;5/5/2014 00:12;8,349;-82,784;41,5;4,5;7,87;Oficina Acueducto Laural, Corredor
M;3/5/2014 02:04;3/5/2014 08:04;9,371;-84,847;20,9;3,9;2,63;Cruz Roja, Paquera
M;1/5/2014 05:02;1/5/2014 11:02;8,636;-83,577;16,3;3,6;1,13;Escuela La Palma
M;30/4/2014 03:52;30/4/2014 09:52;7,508;-82,961;27,4;4,9;1,32;Hospital C. Neily
M;28/4/2014 19:40;29/4/2014 01:40;10,104;-85,37;14;3,6;2,75;INS, Nicoya
M;27/4/2014 22:32;28/4/2014 04:32;10,045;-84,616;11,5;3,5;6,13;Recope Barranca
M;27/4/2014 05:32;27/4/2014 11:32;9,616;-84,198;17,5;3,4;2,13;Cruz Roja, Aserrí
M;26/4/2014 07:03;26/4/2014 13:03;10,038;-84,605;1,8;2,8;2,62;Recope Barranca
A;25/4/2014 03:27;25/4/2014 09:27;10,031;-84,609;5,55;4,3;39,26;Recope Barranca
M;21/4/2014 05:20;21/4/2014 11:20;9,814;-83,462;9,8;3,1;1,39;Colegio, Orosi
M;19/4/2014 07:36;19/4/2014 13:36;8,549;-82,932;15,2;5;61,82;Hospital C. Neily
M;16/4/2014 07:37;16/4/2014 13:37;8,152;-82,752;25,9;5;9;Hospital C. Neily
M;13/4/2014 19:25;14/4/2014 01:25;9,741;-83,919;13,2;2,7;1,7;Holcim, Cartago
A;11/4/2014 14:28;11/4/2014 20:29;13,137;-87,239;199,86;6,6;59,69;Cruz Roja, Paquera
A;11/4/2014 14:28;11/4/2014 20:29;11,71;-85,963;138,6;6,6;59,69;Cruz Roja, Paquera
M;10/4/2014 17:27;10/4/2014 17:27;12,514;-86,379;13;6,1;6,27;Cruz Roja, La Cruz
M;6/4/2014 14:11;6/4/2014 20:11;9,679;-84,18;18,4;3;3,3;Hosp. Calderón Guardia
M;6/4/2014 14:05;6/4/2014 20:05;9,684;-84,184;20,4;4;25,89;Cruz Roja, Acosta
M;6/4/2014 01:07;6/4/2014 07:07;9,527;-84,861;15,9;3,5;3,82;Cruz Roja, Paquera
M;4/4/2014 22:44;5/4/2014 04:44;10,783;-85,47;91,6;3,8;3,93;Sede UCR, Liberia
A;2/4/2014 10:13;2/4/2014 16:13;7,544;-82,479;15,29;5,8;18,38;Colegio, Talamanca
M;30/3/2014 12:42;30/3/2014 18:42;9,663;-84,18;18,9;3,4;7,63;Cruz Roja Acosta
M;30/3/2014 08:08;30/3/2014 14:08;8,306;-83,035;22,4;4;3,1;Hospital C. Neily
M;29/3/2014 23:58;30/3/2014 05:58;10,505;-83,137;43,2;4;1,77;Sede UCR, Limón
M;25/3/2014 19:41;26/3/2014 01:41;10,295;-84,451;91;3,9;1,54;Biblioteca de Nosara
M;25/3/2014 13:25;25/3/2014 19:25;9,772;-84,025;2,5;3;4,42;Cruz Roja, Aserrí
M;24/3/2014 20:37;25/3/2014 02:37;9,794;-84,371;50,7;3,9;2,17;Cruz Roja, Jacó
M;23/3/2014 14:03;23/3/2014 20:03;9,565;-83,801;18,5;3,2;2,56;Holcim, Cartago
M;20/3/2014 07:27;20/3/2014 13:27;9,85;-83,994;7,9;3,2;9,99;Ciudad de los Niños, Agua Caliente
M;18/3/2014 11:07;18/3/2017 17:07;8,214;-82,734;37,5;4,1;2,38;Hospital C. Neily
M;14/3/2014 16:24;14/3/2014 22:24;9,712;-84,297;40,7;3,8;4,78;Cruz Roja, Aserrí
M;11/3/2014 01:19;11/3/2014 07:19;10,233;-83,045;23,7;3,5;4,91;Sede UCR, Limón
A;10/3/2014 12:00;10/3/2014 18:00;10,03;-85,042;43,07;4,5;42,32;Cruz Roja, Paquera
M;8/3/2014 19:23;9/3/2014 01:23;9,738;-83,859;12,1;2,5;2,26;Holcim, Cartago
M;6/3/2014 13:33;6/3/2014 19:33;9,807;-83,904;0,3;3,3;70,57;Holcim, Cartago
M;5/3/2014 16:57;5/3/2014 22:57;9,874;-85,673;21,5;3,9;7,78;Biblioteca de Nosara
M;5/3/2014 15:15;5/3/2014 21:15;9,877;-85,615;12,7;4,9;21,79;Biblioteca de Nosara
M;5/3/2014 10:52;5/3/2014 16:52;9,346;-83,847;18,5;3,2;3,48;Rg Bruncas, S Isidro
M;3/3/2014 23:28;4/3/2014 05:28;9,017;-84,164;16,7;4,4;4,88;Bomberos, Quepos
M;2/3/2014 19:25;3/3/2014 01:25;9,78;-84,163;59,1;3,8;2,4;Frailes
M;2/3/2014 09:36;2/3/2014 15:36;9,844;-85,709;16,4;4,4;8,34;Biblioteca de Nosara
A;2/3/2014 03:38;2/3/2014 09:37;9,953;-85,531;1;4;22,75;Cruz Roja, Paquera
M;1/3/2014 04:19;1/3/2014 10:19;9,735;-84,506;38,1;3,4;0,76;Cruz Roja, Orotina
M;28/2/2014 16:18;28/2/2014 22:18;8,734;-83,064;15,8;3,6;6,64;Hospital C. Neily
M;28/2/2014 14:41;28/2/2014 20:41;10,066;-85,64;28,3;3,3;4,97;Biblioteca de Nosara
M;27/2/2014 14:42;27/2/2014 20:42;9,474;-84,517;15,8;3,6;6,17;Cruz Roja, Jacó
M;25/2/2014 01:50;25/2/2014 07:50;8,686;-83,088;27,5;3,5;1,54;Sede UCR, Golfito
M;21/2/2014 01:24;21/2/2014 07:24;8,567;-83,214;13,1;3,5;2,15;Sede UCR, Golfito
M;20/2/2014 23:56;21/2/2014 05:56;9,771;-84,034;4,2;3;7,43;Cruz Roja, Aserri
M;18/2/2014 07:28;18/2/2014 13:28;9,811;-84,141;5,3;2,8;5,1;Cruz Roja, Aserri
A;16/2/2014 13:21;16/2/2014 19:21;9,479;-84,658;19,83;4,4;34,9;Com. Nal. Emergencias
M;16/2/2014 01:56;16/2/2014 07:56;8,807;-82,993;22,9;3,7;1,82;Bomberos San Vito
M;15/2/2014 07:00;15/2/2014 13:00;9,511;-83,652;5,9;4;4,37;Colegio de Orosi
M;12/2/2014 14:38;12/2/2014 20:38;9,532;-84,88;22,8;4,4;23,59;Cruz Roja, Paquera
M;11/2/2014 07:43;11/2/2014 13:43;9,546;-84,128;29,3;3,3;3,37;Cruz Roja, Aserri
M;7/2/2014 02:25;7/2/2014 08:25;10,094;-85,656;14,2;3,3;4,51;Biblioteca, Nosara
M;4/2/2014 06:31;4/2/2014 12:31;9,398;-84,32;28;3,5;1,02;Bomberos, Quepos
M;31/1/2014 01:38;31/1/2014 07:38;9,866;-84,355;14,2;2,7;0,93;Cruz Roja, Orotina
M;30/1/2014 19:24;31/1/2014 01:24;8,343;-82,628;36,1;4,3;4,74;Oficina Acueducto Laurel
M;30/1/2014 17:45;30/1/2014 23:45;9,539;-84,136;37,8;3,8;2,19;Rg Brunca, S Isidro
M;30/1/2014 00:16;30/1/2014 06:16;8,054;-82,916;17;4,4;3;Oficina Acueducto Laurel
M;29/1/2014 21:20;30/1/2014 03:20;9,535;-84,131;36,1;4,2;9,14;Hosp Chacon Paut, Tres Ríos
A;29/1/2014 19:40;29/1/2014 13:40;9,527;-84,149;37,73;4,5;34,9;Com. Nal. Emergencias
M;28/1/2014 12:58;28/1/2014 18:58;9,529;-84,129;38,6;3,3;1,17;Cruz Roja, Aserri
M;27/1/2014 12:35;27/1/2014 18:35;9,543;-84,853;19;3,9;11,94;Cruz Roja, Jacó
M;26/1/2014 02:33;26/1/2014 08:33;9,483;-84,144;36,8;3,8;3,66;Bomberos, Quepos
M;24/1/2014 20:59;25/1/2014 02:59;9,909;-84,976;16;4;12,18;Cruz Roja, Paq
M;23/1/2014 13:35;23/1/2014 19:35;9,528;-84,867;20,7;3,5;1,82;Cruz Roja, Jacó
M;21/1/2014 20:36;22/1/2014 02:36;9,612;-84,907;21;3,5;9,09;Cruz Roja, Paquera
A;17/1/2014 15:02;17/1/2014 21:02;9,511;-84,857;18,94;5,2;107,51;Cruz Roja, Jacó
M;17/1/2014 11:06;17/1/2014 17:06;9,585;-84,008;34,2;3,1;2,91;Holcim, Cartago
M;10/1/2014 23:10;11/1/2014 05:10;10,196;-84,563;79,7;4;3,7;Biblioteca, Palmares
M;10/1/2014 19:11;11/1/2014 01:11;9,737;-83,905;6,5;2,6;2,33;Holcim, Cartago
M;8/1/2014 18:54;9/1/2014 00:54;9,902;-84,107;7,4;2,6;3,89;Cruz Roja, Aserri
M;5/1/2014 13:06;5/1/2014 19:06;8,583;-83,19;14,2;4,3;32,27;Hosp. Ciudad Neily
M;4/1/2014 07:39;4/1/2014 13:39;9,681;-83,915;4,6;2,6;1,43;Holcim, Cartago
M;3/1/2014 16:53;3/1/2014 22:53;9,565;-84,132;41;3,7;5,99;Clínica de Hatillo
M;3/1/2014 08:57;3/1/2014 14:57;9,768;-83,652;15,6;2,7;1,15;Recope, Turrialba
M;31/12/2013 21:00;1/1/2014 03:00;9,641;-84,889;22;3,3;2,58;Cruz Roja, Paquera
M;31/12/2013 18:43;1/1/2014 00:43;8,556;-83,128;5,8;3,6;4,96;Hospital C. Neily
M;31/12/2013 11:36;31/12/2013 17:36;9,418;-84,176;40,9;3,5;2,33;Cruz Roja, Aserrí
M;31/12/2013 04:04;31/12/2013 10:04;9,722;-83,905;5,5;3;4,8;Holcim, Cartago
M;29/12/2013 11:33;29/12/2013 17:33;9,586;-83,826;7,7;3,1;1,03;Holcim, Cartago
M;27/12/2013 02:51;27/12/2013 08:51;9,716;-83,91;4,1;2,5;1,22;Holcim, Cartago
M;27/12/2013 02:03;27/12/2013 08:03;9,319;-83,764;40,3;3,1;0,82;Rg Brunca, S Isidro
M;24/12/2013 08:03;24/12/2013 14:03;8,799;-82,837;37;4,1;5,92;Hospital C. Neily
M;23/12/2013 02:59;23/12/2013 08:59;8,683;-83,045;16,6;4,1;11,4;Hospital C. Neily
A;22/12/2013 16:52;22/12/2013 22:52;10,149;-84,174;87,3;4,5;10,15;Cruz Roja, Paquera
M;22/12/2013 01:58;22/12/2013 07:58;9,815;-83,974;68,2;3,4;0,46;Cruz Roja, Orotina
M;21/12/2013 14:41;21/12/2013 20:41;7,749;-82,88;18,7;4,2;2,29;Hospital C. Neily
M;21/12/2013 06:38;21/12/2013 12:38;9,865;-84,395;49,5;3,2;0,91;Sede UCR, San Ramón
M;20/12/2013 21:26;21/12/2013 03:26;9,741;-83,906;4,8;2,9;2,56;Colegio de Orosi
M;20/12/2013 19:46;21/12/2013 01:46;9,748;-83,913;6,7;3,5;3,24;Sede UCR, Paraíso
M;20/12/2013 19:39;21/12/2013 01:39;9,174;-85,652;32,7;4,3;1,26;Cruz Roja, Paquera
M;20/12/2013 19:27;21/12/2013 01:27;8,968;-84,072;20,9;3,4;0,43;Cruz Roja, Orotina
M;18/12/2013 21:05;19/12/2013 03:05;8,349;-83,067;17,2;4,8;15,72;Oficina Acueducto Laurel
M;18/12/2013 16:35;18/12/2013 22:35;9,89;-84,075;68,7;3,7;1,85;Municipalidad, Acosta
M;16/12/2013 18:56;17/12/2013 00:56;8,183;-82,75;28,2;4,2;2;Oficina Acueducto Laurel
M;14/12/2013 04:50;14/12/2013 10:50;9,745;-83,874;3,3;2,5;3,41;Colegio de Orosi
M;13/12/2013 18:16;14/12/2013 00:16;9,75;-83,924;6,2;2,6;1,97;Holcim, Cartago
M;13/12/2013 06:47;13/12/2013 12:47;11,155;-85,857;82,2;4,3;3,34;Biblioteca de Nosara
M;11/12/2013 11:00;11/12/2013 16:59;8,451;-83,033;9,8;3,8;2,25;Hospital C. Neily
M;11/12/2013 03:02;11/12/2013 09:02;9,822;-83,996;2,4;3,4;10,7;Escuela Guatuso, Patarrá
M;11/12/2013 00:42;11/12/2013 06:42;9,821;-83,993;1,3;3;3,82;San Rafael, Oreamuno
M;10/12/2013 23:17;11/12/2013 05:17;9,815;-83,997;2,6;2,5;1,17;Escuela Guatuso, Patarrá
